gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
-0.16785873,1.1190583,2.0702577,-0.77734375,-9.855469,1.1054688
0.11190582,0.72738785,1.7345401999999999,-0.77734375,-9.855469,1.1054688
0.61548203,0.89524657,1.6785873,-0.77734375,-9.855469,1.1054688
0.61548203,0.89524657,1.6785873,-0.77734375,-9.855469,1.1054688
-0.05595291,0.44762328,2.1262105,-0.77734375,-9.855469,1.1054688
-0.05595291,0.44762328,2.1262105,-0.77734375,-9.855469,1.1054688
0.44762328,-0.16785873,1.7904931,-0.77734375,-9.855469,1.1054688
0.61548203,-0.67143494,1.2309641000000002,-0.77734375,-9.855469,1.1054688
0.61548203,-0.67143494,1.2309641000000002,-0.77734375,-9.855469,1.1054688
0.33571747,-0.89524657,1.0071523,-0.77734375,-9.855469,1.1054688
0.33571747,-0.89524657,1.0071523,-0.77734375,-9.855469,1.1054688
0.67143494,-0.83929366,1.0071523,-0.69921875,-9.855469,1.1835938
-0.05595291,-1.1750112,1.3988228,-0.69921875,-9.855469,1.1835938
-0.05595291,-1.1750112,1.3988228,-0.69921875,-9.855469,1.1835938
-0.33571747,-1.6785873,0.89524657,-0.69921875,-9.855469,1.1835938
-0.33571747,-1.6785873,0.89524657,-0.69921875,-9.855469,1.1835938
-0.05595291,-1.8464459999999998,0.89524657,-0.69921875,-9.855469,1.1835938
0.33571747,-2.1262105,0.22381164,-0.69921875,-9.855469,1.1835938
0.33571747,-2.1262105,0.22381164,-0.69921875,-9.855469,1.1835938
0.5595291,-1.6226344,0.33571747,-0.69921875,-9.855469,1.1835938
0.5595291,-1.6226344,0.33571747,-0.69921875,-9.855469,1.1835938
-0.05595291,-1.5107286,0.89524657,-0.66015625,-9.894531,1.1445312
0.11190582,-2.517881,1.2309641000000002,-0.66015625,-9.894531,1.1445312
0.11190582,-2.517881,1.2309641000000002,-0.66015625,-9.894531,1.1445312
0.83929366,-2.6297867000000004,0.61548203,-0.66015625,-9.894531,1.1445312
0.83929366,-2.6297867000000004,0.61548203,-0.66015625,-9.894531,1.1445312
0.33571747,-2.4619281,0.16785873,-0.66015625,-9.894531,1.1445312
0.22381164,-2.0143046,0.50357616,-0.66015625,-9.894531,1.1445312
0.22381164,-2.0143046,0.50357616,-0.66015625,-9.894531,1.1445312
-0.05595291,-1.6226344,1.286917,-0.66015625,-9.894531,1.1445312
-0.05595291,-1.6226344,1.286917,-0.66015625,-9.894531,1.1445312
0.5595291,-1.6226344,1.5107286,-0.66015625,-9.894531,1.1445312
0.83929366,-1.3428699,1.0071523,-0.66015625,-9.894531,1.1445312
0.83929366,-1.3428699,1.0071523,-0.66015625,-9.894531,1.1445312
0.67143494,-0.83929366,0.39167038,-0.66015625,-9.894531,1.1445312
0.67143494,-0.83929366,0.39167038,-0.66015625,-9.894531,1.1445312
0.67143494,-0.83929366,0.22381164,-0.66015625,-9.894531,1.1445312
1.286917,-0.9511995000000001,-0.61548203,-0.66015625,-9.894531,1.1445312
1.286917,-0.9511995000000001,-0.61548203,-0.66015625,-9.894531,1.1445312
0.83929366,-0.22381164,-1.5107286,-0.66015625,-9.894531,1.1445312
0.83929366,-0.22381164,-1.5107286,-0.66015625,-9.894531,1.1445312
0.22381164,-0.44762328,-0.5595291,-0.66015625,-9.894531,1.1445312
0.22381164,-0.44762328,-0.5595291,-0.66015625,-9.894531,1.1445312
0.50357616,-1.1190583,-0.44762328,-0.73828125,-10.003906,0.9921875
0.72738785,-1.3988228,-1.1190583,-0.73828125,-10.003906,0.9921875
0.72738785,-1.3988228,-1.1190583,-0.73828125,-10.003906,0.9921875
0.83929366,-0.89524657,-0.89524657,-0.73828125,-10.003906,0.9921875
0.5595291,-1.4547757,-0.78334075,-0.73828125,-10.003906,0.9921875
0.5595291,-1.4547757,-0.78334075,-0.73828125,-10.003906,0.9921875
0.05595291,-1.6785873,-0.61548203,-0.73828125,-10.003906,0.9921875
0.05595291,-1.6785873,-0.61548203,-0.73828125,-10.003906,0.9921875
0.05595291,-2.0702577,-0.67143494,-0.73828125,-10.003906,0.9921875
0.44762328,-1.9583519,-0.78334075,-0.73828125,-10.003906,0.9921875
0.44762328,-1.9583519,-0.78334075,-0.66015625,-9.8125,1.0273438
0.05595291,-2.4619281,-0.9511995000000001,-0.66015625,-9.8125,1.0273438
0.05595291,-2.4619281,-0.9511995000000001,-0.66015625,-9.8125,1.0273438
0.5595291,-3.4131273999999996,-0.61548203,-0.66015625,-9.8125,1.0273438
0.5595291,-3.4131273999999996,-0.61548203,-0.66015625,-9.8125,1.0273438
0.61548203,-5.427432,-0.61548203,-0.66015625,-9.8125,1.0273438
1.3988228,-8.0012665,0.16785873,-0.66015625,-9.8125,1.0273438
1.3988228,-8.0012665,0.16785873,-0.66015625,-9.8125,1.0273438
3.0214572,-10.351288,0.0,-0.66015625,-9.8125,1.0273438
4.252421,-13.148933,-0.67143494,-0.66015625,-9.8125,1.0273438
4.252421,-13.148933,-0.67143494,-0.546875,-9.8125,1.1054688
4.0286093,-16.50611,-1.2309641000000002,-0.546875,-9.8125,1.1054688
4.0286093,-16.50611,-1.2309641000000002,-0.546875,-9.8125,1.1054688
4.1405153,-20.534717999999998,-1.6226344,-0.546875,-9.8125,1.1054688
4.1405153,-20.534717999999998,-1.6226344,-0.546875,-9.8125,1.1054688
4.644091599999999,-25.402620000000002,-0.78334075,-0.546875,-9.8125,1.1054688
5.9310083,-29.375278,0.89524657,-0.546875,-9.8125,1.1054688
5.9310083,-29.375278,0.89524657,-0.546875,-9.8125,1.1054688
7.553642699999999,-32.28483,2.6857398,-0.546875,-9.8125,1.1054688
7.553642699999999,-32.28483,2.6857398,-0.546875,-9.8125,1.1054688
9.6239,-35.41819,3.2452688,-0.546875,-10.769531,1.71875
12.589405000000001,-40.789673,3.5250332,-0.546875,-10.769531,1.71875
12.589405000000001,-40.789673,3.5250332,-0.546875,-10.769531,1.71875
16.897779999999997,-47.392113,3.9726565000000003,-0.546875,-10.769531,1.71875
16.897779999999997,-47.392113,3.9726565000000003,-0.546875,-10.769531,1.71875
23.947845,-54.44218000000001,4.7000446,-0.546875,-10.769531,1.71875
30.046713,-61.883919999999996,4.1964684000000005,-0.546875,-10.769531,1.71875
30.046713,-61.883919999999996,4.1964684000000005,-0.546875,-10.769531,1.71875
35.082474,-66.75182,3.4690803999999997,-0.546875,-10.769531,1.71875
35.082474,-66.75182,3.4690803999999997,-0.546875,-10.769531,1.71875
38.047977,-66.69587,0.78334075,-0.546875,-10.769531,1.71875
41.181343,-63.78631600000001,-2.517881,-0.546875,-10.769531,1.71875
41.181343,-63.78631600000001,-2.517881,0.87109375,-11.9921875,3.9414062000000007
44.146846999999994,-59.98151800000001,-8.448889999999999,0.87109375,-11.9921875,3.9414062000000007
44.146846999999994,-59.98151800000001,-8.448889999999999,0.87109375,-11.9921875,3.9414062000000007
45.93734,-52.53978299999999,-16.33825,0.87109375,-11.9921875,3.9414062000000007
45.99329,-40.062283,-25.346667999999998,0.87109375,-11.9921875,3.9414062000000007
45.99329,-40.062283,-25.346667999999998,0.87109375,-11.9921875,3.9414062000000007
43.811127,-22.045446,-35.474144,0.87109375,-11.9921875,3.9414062000000007
43.811127,-22.045446,-35.474144,0.87109375,-11.9921875,3.9414062000000007
40.509907,-0.89524657,-45.93734,0.87109375,-11.9921875,3.9414062000000007
37.040825,20.926388,-55.673145,0.87109375,-11.9921875,3.9414062000000007
37.040825,20.926388,-55.673145,8.6875,-11.886719,-0.50390625
34.07532,42.076588,-66.36015,8.6875,-11.886719,-0.50390625
34.07532,42.076588,-66.36015,8.6875,-11.886719,-0.50390625
33.236027,62.16368000000001,-73.913795,8.6875,-11.886719,-0.50390625
30.662195,82.13887,-80.18052,8.6875,-11.886719,-0.50390625
30.662195,82.13887,-80.18052,8.6875,-11.886719,-0.50390625
27.808596,100.26762,-87.006775,8.6875,-11.886719,-0.50390625
27.808596,100.26762,-87.006775,8.6875,-11.886719,-0.50390625
24.283564000000002,115.20703999999999,-93.55327,8.6875,-11.886719,-0.50390625
22.213305,126.22977,-100.995,8.6875,-11.886719,-0.50390625
22.213305,126.22977,-100.995,12.59375,-10.9609375,-2.0351562
21.877588,134.23103,-107.54149,12.59375,-10.9609375,-2.0351562
21.877588,134.23103,-107.54149,12.59375,-10.9609375,-2.0351562
21.038294,138.09178,-113.360596,12.59375,-10.9609375,-2.0351562
20.422812,137.7001,-119.2916,12.59375,-10.9609375,-2.0351562
20.422812,137.7001,-119.2916,12.59375,-10.9609375,-2.0351562
20.199001000000003,132.9441,-126.78929,12.59375,-10.9609375,-2.0351562
20.199001000000003,132.9441,-126.78929,12.59375,-10.9609375,-2.0351562
21.038294,124.77498999999999,-133.7834,12.59375,-10.9609375,-2.0351562
23.388317,118.11658999999999,-137.30844,12.59375,-10.9609375,-2.0351562
23.388317,118.11658999999999,-137.30844,12.59375,-10.9609375,-2.0351562
22.437117,104.911705,-146.54066,12.59375,-10.9609375,-2.0351562
22.437117,104.911705,-146.54066,10.792969,-12.691406,1.9492188000000001
20.646624,89.58061,-155.43718,10.792969,-12.691406,1.9492188000000001
21.597822,74.809044,-161.25628999999998,10.792969,-12.691406,1.9492188000000001
21.597822,74.809044,-161.25628999999998,10.792969,-12.691406,1.9492188000000001
22.045446,64.62561,-164.3337,10.792969,-12.691406,1.9492188000000001
22.045446,64.62561,-164.3337,10.792969,-12.691406,1.9492188000000001
18.912083,54.16242,-171.77544,10.792969,-12.691406,1.9492188000000001
19.023989,44.930187,-181.51125,10.792969,-12.691406,1.9492188000000001
19.023989,44.930187,-181.51125,10.792969,-12.691406,1.9492188000000001
18.85613,37.71226,-190.35179,10.792969,-12.691406,1.9492188000000001
18.85613,37.71226,-190.35179,12.402344,-13.640625,2.90625
14.827520999999999,33.01222,-197.73758,12.402344,-13.640625,2.90625
14.827520999999999,33.01222,-197.73758,12.402344,-13.640625,2.90625
8.728653999999999,31.165771000000003,-206.41028,12.402344,-13.640625,2.90625
3.8607507000000005,32.732452,-214.74727000000001,12.402344,-13.640625,2.90625
3.8607507000000005,32.732452,-214.74727000000001,12.402344,-13.640625,2.90625
-0.11190582,38.159884999999996,-222.80449,12.402344,-13.640625,2.90625
-3.133363,44.76233,-230.30217000000002,12.402344,-13.640625,2.90625
-3.133363,44.76233,-230.30217000000002,12.402344,-13.640625,2.90625
-4.5881386,51.812393,-236.12127999999998,12.402344,-13.640625,2.90625
-4.5881386,51.812393,-236.12127999999998,12.402344,-13.640625,2.90625
-5.6512437,60.373188,-241.82847999999998,12.402344,-13.640625,2.90625
-5.7631497000000005,68.03873399999999,-246.36066,13.894531,-15.980469,2.140625
-5.7631497000000005,68.03873399999999,-246.36066,13.894531,-15.980469,2.140625
-4.81195,74.36142,-251.1726,13.894531,-15.980469,2.140625
-4.81195,74.36142,-251.1726,13.894531,-15.980469,2.140625
-2.7976456,79.28527,-255.25717000000003,13.894531,-15.980469,2.140625
-2.7976456,79.28527,-255.25717000000003,13.894531,-15.980469,2.140625
-0.72738785,83.03412,-257.99887,13.894531,-15.980469,2.140625
-0.22381164,83.98532,-261.5239,13.894531,-15.980469,2.140625
-0.22381164,83.98532,-261.5239,13.894531,-15.980469,2.140625
0.83929366,88.68536,-265.16083,13.894531,-15.980469,2.140625
3.5250332,94.61636999999999,-267.0073,8.800781,-18.511719,2.0625
3.5250332,94.61636999999999,-267.0073,8.800781,-18.511719,2.0625
5.2595735,98.92474,-267.06323,8.800781,-18.511719,2.0625
5.2595735,98.92474,-267.06323,8.800781,-18.511719,2.0625
7.609596000000001,102.28192,-266.67157000000003,8.800781,-18.511719,2.0625
7.609596000000001,102.28192,-266.67157000000003,8.800781,-18.511719,2.0625
10.127477,106.03076000000001,-265.66443,8.800781,-18.511719,2.0625
12.253687,108.77245,-266.0561,8.800781,-18.511719,2.0625
12.253687,108.77245,-266.0561,8.800781,-18.511719,2.0625
14.435851000000001,110.39509,-265.49655,8.800781,-18.511719,2.0625
14.435851000000001,110.39509,-265.49655,8.800781,-18.511719,2.0625
13.540605,110.05937,-266.168,4.3203125,-18.085938,1.6054688
19.359707,113.80821999999999,-261.13223,4.3203125,-18.085938,1.6054688
19.359707,113.80821999999999,-261.13223,4.3203125,-18.085938,1.6054688
24.899044,118.396355,-256.60004,4.3203125,-18.085938,1.6054688
24.899044,118.396355,-256.60004,4.3203125,-18.085938,1.6054688
23.220457,118.17255,-253.9143,4.3203125,-18.085938,1.6054688
25.346667999999998,118.284454,-247.42377000000002,4.3203125,-18.085938,1.6054688
25.346667999999998,118.284454,-247.42377000000002,4.3203125,-18.085938,1.6054688
31.501488000000002,121.69758,-240.03797999999998,4.3203125,-18.085938,1.6054688
31.501488000000002,121.69758,-240.03797999999998,-0.46875,-16.4375,1.640625
44.482563,127.79645,-232.82005,-0.46875,-16.4375,1.640625
49.406418,126.95715,-232.82005,-0.46875,-16.4375,1.640625
49.406418,126.95715,-232.82005,-0.46875,-16.4375,1.640625
48.790936,122.31306000000001,-228.06406,-0.46875,-16.4375,1.640625
48.790936,122.31306000000001,-228.06406,-0.46875,-16.4375,1.640625
48.567127,117.55706,-221.85329,-0.46875,-16.4375,1.640625
51.029053000000005,110.95461999999999,-214.80322,-0.46875,-16.4375,1.640625
51.029053000000005,110.95461999999999,-214.80322,-0.46875,-16.4375,1.640625
51.644535,100.60333,-207.80911,-0.46875,-16.4375,1.640625
51.644535,100.60333,-207.80911,-0.46875,-16.4375,1.640625
49.63023,85.60795,-199.0245,-4.453125,-13.183594,0.53125
51.252865,70.50066,-191.58276,-4.453125,-13.183594,0.53125
51.252865,70.50066,-191.58276,-4.453125,-13.183594,0.53125
50.91715,53.323124,-186.09938,-4.453125,-13.183594,0.53125
50.91715,53.323124,-186.09938,-4.453125,-13.183594,0.53125
47.168304,35.92177,-178.04216,-4.453125,-13.183594,0.53125
42.85993,18.016835999999998,-168.86588,-4.453125,-13.183594,0.53125
42.85993,18.016835999999998,-168.86588,-4.453125,-13.183594,0.53125
43.923035,2.0143046,-160.97652,-4.453125,-13.183594,0.53125
43.923035,2.0143046,-160.97652,-4.453125,-13.183594,0.53125
40.789673,-8.057219,-154.98956,-4.453125,-13.183594,0.53125
40.95753,-10.127477,-160.24913,-4.453125,-13.183594,0.53125
40.95753,-10.127477,-160.24913,-7.3632812,-9.46875,-0.80859375
31.501488000000002,-30.830053000000003,-145.47757,-7.3632812,-9.46875,-0.80859375
31.501488000000002,-30.830053000000003,-145.47757,-7.3632812,-9.46875,-0.80859375
27.249066999999997,-47.336163,-125.72618999999999,-7.3632812,-9.46875,-0.80859375
24.954998,-46.049244,-115.822525,-7.3632812,-9.46875,-0.80859375
24.954998,-46.049244,-115.822525,-7.3632812,-9.46875,-0.80859375
21.597822,-50.18976,-107.48553999999999,-7.3632812,-9.46875,-0.80859375
21.597822,-50.18976,-107.48553999999999,-7.3632812,-9.46875,-0.80859375
18.46446,-54.21836999999999,-98.700935,-7.3632812,-9.46875,-0.80859375
18.46446,-54.21836999999999,-98.700935,-6.7890625,-6.4414062,-0.46484375
19.079943,-53.994556,-90.4199,-6.7890625,-6.4414062,-0.46484375
17.68112,-52.371925,-80.79600500000001,-6.7890625,-6.4414062,-0.46484375
17.68112,-52.371925,-80.79600500000001,-6.7890625,-6.4414062,-0.46484375
19.359707,-51.029053000000005,-71.78758,-6.7890625,-6.4414062,-0.46484375
18.240648,-49.014748,-62.387493000000006,-6.7890625,-6.4414062,-0.46484375
18.240648,-49.014748,-62.387493000000006,-6.7890625,-6.4414062,-0.46484375
17.960884,-46.664726,-52.427876,-6.7890625,-6.4414062,-0.46484375
17.960884,-46.664726,-52.427876,-6.7890625,-6.4414062,-0.46484375
18.968037,-45.93734,-42.915882,-6.7890625,-6.4414062,-0.46484375
18.968037,-45.93734,-42.915882,-6.6367188,-5.90625,-0.3515625
18.800179,-44.706375,-33.403890000000004,-6.6367188,-5.90625,-0.3515625
19.583519,-42.132540000000006,-24.78714,-6.6367188,-5.90625,-0.3515625
19.583519,-42.132540000000006,-24.78714,-6.6367188,-5.90625,-0.3515625
19.303753,-38.551556,-15.051332,-6.6367188,-5.90625,-0.3515625
20.478765,-34.63485,-5.8750553,-6.6367188,-5.90625,-0.3515625
20.478765,-34.63485,-5.8750553,-6.6367188,-5.90625,-0.3515625
19.80733,-31.557441999999998,3.4131273999999996,-6.6367188,-5.90625,-0.3515625
19.80733,-31.557441999999998,3.4131273999999996,-6.6367188,-5.90625,-0.3515625
19.359707,-28.200266,13.652510000000001,-6.6367188,-5.90625,-0.3515625
19.191848999999998,-23.891893,23.556175,-6.6367188,-5.90625,-0.3515625
19.191848999999998,-23.891893,23.556175,-6.6757812,-5.1796875,-1.0390625
18.968037,-18.688272,33.01222,-6.6757812,-5.1796875,-1.0390625
18.968037,-18.688272,33.01222,-6.6757812,-5.1796875,-1.0390625
18.240648,-13.204885999999998,42.020634,-6.6757812,-5.1796875,-1.0390625
18.240648,-13.204885999999998,42.020634,-6.6757812,-5.1796875,-1.0390625
16.618013,-8.281031,50.861195,-6.6757812,-5.1796875,-1.0390625
15.498956,-3.5250332,61.156530000000004,-6.6757812,-5.1796875,-1.0390625
15.498956,-3.5250332,61.156530000000004,-6.6757812,-5.1796875,-1.0390625
14.044179999999999,1.3988228,70.16495,-6.6757812,-5.1796875,-1.0390625
14.044179999999999,1.3988228,70.16495,-6.6757812,-5.1796875,-1.0390625
12.477499,6.3226786,79.62099,-6.328125,-4.9101562,-1.1914062
10.519147,10.5751,87.790115,-6.328125,-4.9101562,-1.1914062
10.519147,10.5751,87.790115,-6.328125,-4.9101562,-1.1914062
9.400089,14.212039,95.79138,-6.328125,-4.9101562,-1.1914062
9.400089,14.212039,95.79138,-6.328125,-4.9101562,-1.1914062
8.672701,18.240648,103.40098,-6.328125,-4.9101562,-1.1914062
6.098867,22.772835,110.84271000000001,-6.328125,-4.9101562,-1.1914062
6.098867,22.772835,110.84271000000001,-6.328125,-4.9101562,-1.1914062
4.755997,26.577633000000002,119.90709,-6.328125,-4.9101562,-1.1914062
4.755997,26.577633000000002,119.90709,-6.328125,-4.9101562,-1.1914062
3.5250332,29.878853000000003,128.24406000000002,-5.7539062,-6.4023438,-0.50390625
1.5107286,29.263371999999997,129.53099,-5.7539062,-6.4023438,-0.50390625
1.5107286,29.263371999999997,129.53099,-5.7539062,-6.4023438,-0.50390625
-5.147668,30.270525,132.83221,-5.7539062,-6.4023438,-0.50390625
-5.147668,30.270525,132.83221,-5.7539062,-6.4023438,-0.50390625
-11.5822525,31.557441999999998,140.83348,-5.7539062,-6.4023438,-0.50390625
-15.107285500000001,29.934807,147.77164,-5.7539062,-6.4023438,-0.50390625
-15.107285500000001,29.934807,147.77164,-5.7539062,-6.4023438,-0.50390625
-18.912083,27.528831,154.09431,-5.7539062,-6.4023438,-0.50390625
-18.912083,27.528831,154.09431,-5.7539062,-6.4023438,-0.50390625
-22.940693,25.458574,159.46579,-5.7539062,-6.4023438,-0.50390625
-26.353820000000002,23.556175,164.05392,-5.7539062,-6.4023438,-0.50390625
-26.353820000000002,23.556175,164.05392,-5.7539062,-6.4023438,-0.50390625
-29.766949,21.485917999999998,168.58612,-5.7539062,-6.4023438,-0.50390625
-29.766949,21.485917999999998,168.58612,-4.9140625,-7.9023438,0.1484375
-33.739605,19.471613,173.06235,-4.9140625,-7.9023438,0.1484375
-36.817013,17.457307999999998,177.93025,-4.9140625,-7.9023438,0.1484375
-36.817013,17.457307999999998,177.93025,-4.9140625,-7.9023438,0.1484375
-40.00633,14.715615,182.79816,-4.9140625,-7.9023438,0.1484375
-40.00633,14.715615,182.79816,-4.9140625,-7.9023438,0.1484375
-43.699222999999996,11.750111,188.22558999999998,-4.9140625,-7.9023438,0.1484375
-47.448067,7.161972500000001,193.5411,-4.9140625,-7.9023438,0.1484375
-47.448067,7.161972500000001,193.5411,-3.4179687999999993,-10.34375,0.80078125
-51.58858,4.476233000000001,199.58403,-3.4179687999999993,-10.34375,0.80078125
-51.58858,4.476233000000001,199.58403,-3.4179687999999993,-10.34375,0.80078125
-55.337430000000005,2.7976456,204.45193,-3.4179687999999993,-10.34375,0.80078125
-59.310085,-3.0214572,208.92816000000002,-3.4179687999999993,-10.34375,0.80078125
-59.310085,-3.0214572,208.92816000000002,-3.4179687999999993,-10.34375,0.80078125
-62.611305,-11.078676,213.01272999999998,-3.4179687999999993,-10.34375,0.80078125
-62.611305,-11.078676,213.01272999999998,-3.4179687999999993,-10.34375,0.80078125
-65.63277,-17.345402,216.64967000000001,-3.4179687999999993,-10.34375,0.80078125
-68.318504,-22.772835,219.3354,-3.4179687999999993,-10.34375,0.80078125
-68.318504,-22.772835,219.3354,-1.65625,-13.03125,1.0664062
-69.38161,-31.165771000000003,222.02115,-1.65625,-13.03125,1.0664062
-69.38161,-31.165771000000003,222.02115,-1.65625,-13.03125,1.0664062
-69.60542,-41.3492,224.65094,-1.65625,-13.03125,1.0664062
-69.21375,-50.805240000000005,228.39978,-1.65625,-13.03125,1.0664062
-69.21375,-50.805240000000005,228.39978,-1.65625,-13.03125,1.0664062
-67.255394,-57.855309999999996,229.74265,-1.65625,-13.03125,1.0664062
-67.255394,-57.855309999999996,229.74265,-1.65625,-13.03125,1.0664062
-64.23394,-62.107730000000004,227.84026,-1.65625,-13.03125,1.0664062
-61.772009999999995,-67.31135,229.01526,-1.65625,-13.03125,1.0664062
-61.772009999999995,-67.31135,229.01526,-1.65625,-13.03125,1.0664062
-59.701756,-75.36856999999999,232.14862000000002,-1.65625,-13.03125,1.0664062
-59.701756,-75.36856999999999,232.14862000000002,2.671875,-15.75,3.59375
-55.561240000000005,-82.75435999999999,235.22602999999998,2.671875,-15.75,3.59375
-49.63023,-85.44009399999999,235.72961,2.671875,-15.75,3.59375
-49.63023,-85.44009399999999,235.72961,2.671875,-15.75,3.59375
-43.58732,-87.006775,235.72961,2.671875,-15.75,3.59375
-43.58732,-87.006775,235.72961,2.671875,-15.75,3.59375
-38.719414,-89.58061,235.5058,2.671875,-15.75,3.59375
-31.389582,-89.52466,231.81291000000002,2.671875,-15.75,3.59375
-31.389582,-89.52466,231.81291000000002,2.671875,-15.75,3.59375
