timestamp,chan0_raw,chan1_raw,chan0_hp,chan1_hp,quat_x,quat_y,quat_z,quat_w,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,label,rep,trial
1514863.475,12544670,12573507,5449,17109,0.32214355,-0.5967406999999999,-0.6218262,0.39178467,0.78334075,-1.2309641000000002,-0.89524657,0.7846093826518821,8.935127687408563,1.2165878791896434,0,1,1
1514866.48,12553492,12583961,6939,21954,0.32214355,-0.5966796999999999,-0.6218872,0.39178467,1.0071523,-0.50357616,-0.89524657,0.784696481894722,8.935130755281563,1.2164392140278435,0,1,1
1514869.509,12545948,12576509,-7171,70,0.32214355,-0.5966796999999999,-0.6218872,0.39178467,1.0071523,-0.50357616,-0.89524657,0.784696481894722,8.935130755281563,1.2164392140278435,0,1,1
1514872.477,12525421,12535321,-17837,-35305,0.3222046,-0.59661865,-0.6218872,0.39178467,1.1750112,-0.44762328,-0.27976456,0.784820251230049,8.935158850800477,1.2164057006181337,0,1,1
1514875.4730000002,12527549,12560008,-8139,4714,0.32214355,-0.5965576,-0.62194824,0.3918457,1.6226344,-0.44762328,0.50357616,0.7847586671750639,8.935170471542282,1.216169771076775,0,1,1
1514878.5380000002,12539961,12556649,9126,2898,0.32214355,-0.5965576,-0.62194824,0.3918457,1.6226344,-0.44762328,0.50357616,0.7847586671750639,8.935170471542282,1.216169771076775,0,1,1
1514881.4840000002,12541210,12558580,7716,6430,0.32214355,-0.5965576,-0.62194824,0.39190674,1.9583519,-0.67143494,0.72738785,0.7846858394232561,8.935131144257697,1.2161219308278373,0,1,1
1514884.506,12537468,12559286,177,6319,0.32214355,-0.5965576,-0.62194824,0.39190674,1.9583519,-0.67143494,0.72738785,0.7846858394232561,8.857006144257697,1.2551844308278373,0,1,1
1514887.475,12540011,12557477,3138,1054,0.32208252,-0.59643555,-0.6220093000000001,0.39196777,2.517881,-0.50357616,1.0071523,0.784672120650425,8.85709364785801,1.2548757129880899,0,1,1
1514890.481,12538986,12557810,671,502,0.32202148,-0.5963745,-0.6220703000000001,0.39208984,2.9655042000000003,-1.1750112,1.3428699,0.7845377327699281,8.857066070605773,1.2545919770583247,0,1,1
1514893.481,12543077,12562392,4295,3360,0.32202148,-0.5963745,-0.6220703000000001,0.39208984,2.9655042000000003,-1.1750112,1.3428699,0.7845377327699281,8.857066070605773,1.2545919770583247,0,1,1
1514896.5480000002,12541655,12563734,-1646,2854,0.32196045,-0.5963135,-0.6220703000000001,0.3922119,2.7976456,-1.4547757,1.4547757,0.78436406577797,8.85711122468319,1.2543841890027525,0,1,1
1514899.4780000001,12536336,12553189,-4503,-11489,0.32196045,-0.5963135,-0.6220703000000001,0.3922119,2.7976456,-1.4547757,1.4547757,0.78436406577797,8.85711122468319,1.2543841890027525,0,1,1
1514902.4780000001,12539444,12550736,1851,-8574,0.3218994,-0.59625244,-0.62213135,0.39233398,2.9095514,-1.5666815,1.286917,0.7842297308325576,8.857083683600788,1.2541003274108506,0,1,1
1514905.4730000002,12541258,12556771,3185,1255,0.3218994,-0.5961304000000001,-0.62213135,0.39245605,2.9095514,-1.4547757,1.2309641000000002,0.78417995243454,8.85715694490118,1.2538590096900952,0,1,1
1514908.465,12535864,12562858,-3616,5018,0.3218994,-0.5961304000000001,-0.62213135,0.39245605,2.9095514,-1.4547757,1.2309641000000002,0.78417995243454,8.85715694490118,1.2538590096900952,0,1,1
1514911.585,12543700,12558676,6287,-1294,0.32183838,-0.59606934,-0.6221924,0.39257812,3.0214572,-1.6785873,1.1190583,0.7840457263549424,8.857129461229476,1.2535751380085656,0,1,1
1514914.477,12542646,12557829,1753,-2032,0.32183838,-0.59606934,-0.6221924,0.39257812,3.0214572,-1.6785873,1.1190583,0.6317019763549424,8.861035961229476,1.0621688380085659,0,1,1
1514917.531,12541016,12560048,-1976,-273,0.32177734,-0.59594727,-0.6222534000000001,0.3927002,3.3012216,-1.5107286,1.0071523,0.6316156134790041,8.861084518496627,1.0618122642663286,0,1,1
1514920.46,12542177,12568145,-693,4913,0.32177734,-0.59594727,-0.6222534000000001,0.3927002,3.3012216,-1.5107286,1.0071523,0.6316156134790041,8.861084518496627,1.0618122642663286,0,1,1
1514923.495,12548489,12571200,4158,3815,0.32177734,-0.5958251999999999,-0.6222534000000001,0.39276123,3.07741,-1.2309641000000002,0.89524657,0.6316387608819201,8.861197159299582,1.0616188478898425,0,1,1
1514926.529,12548460,12568467,2029,1433,0.3217163,-0.59576416,-0.62231445,0.3928833,3.07741,-1.2309641000000002,0.89524657,0.6315045761760141,8.861169785664195,1.0613349499285032,0,1,1
1514929.465,12533744,12573813,-17219,5232,0.3217163,-0.59576416,-0.62231445,0.3928833,3.07741,-1.2309641000000002,0.89524657,0.6315045761760141,8.861169785664195,1.0613349499285032,0,1,1
1514932.47,12535113,12555959,-6107,-9328,0.32165527,-0.5956421,-0.6223755,0.39294434,3.1893158,-0.72738785,0.89524657,0.631491085266342,8.861257664827555,1.0610263066728973,0,1,1
1514935.4740000002,12537846,12552470,3365,-3209,0.32159424,-0.5956421,-0.6224365,0.39300537,2.7416925,0.11190582,1.1750112,0.631381648535366,8.861193705484562,1.0608631491125007,0,1,1
1514938.476,12541021,12559336,7033,7651,0.32159424,-0.5956421,-0.6224365,0.39300537,2.7416925,0.11190582,1.1750112,0.631381648535366,8.861193705484562,1.0608631491125007,0,1,1
1514941.658,12546558,12570518,8960,15087,0.32147217,-0.59558105,-0.62249756,0.39306640000000004,2.6857398,0.44762328,1.2309641000000002,0.6312442344023703,8.861253682061347,1.0605879361886976,0,1,1
1514944.455,12532423,12563630,-10494,2986,0.32147217,-0.59558105,-0.62249756,0.39306640000000004,2.6857398,0.44762328,1.2309641000000002,0.5921817344023703,8.818284682061348,0.8301192361886977,0,1,1
1514947.461,12539487,12552102,3899,-5076,0.32141113,-0.5955199999999999,-0.6225586,0.39312744,2.4619281,1.0631051999999999,1.0071523,0.592120270096836,8.818296735607186,0.8298832903729633,0,1,1
1514950.501,12537367,12560229,1132,5309,0.32128906,-0.5955199999999999,-0.6226195999999999,0.39312744,2.1262105,1.7904931,1.2309641000000002,0.592007475905552,8.818320060300387,0.82972888009057,0,1,1
1514953.4630000002,12536618,12555727,520,-1601,0.32128906,-0.5955199999999999,-0.6226195999999999,0.39312744,2.1262105,1.7904931,1.2309641000000002,0.592007475905552,8.818320060300387,0.82972888009057,0,1,1
1514956.53,12549877,12567964,12294,11896,0.32110596,-0.5955199999999999,-0.62268066,0.39312744,1.6785873,2.573834,1.1750112,0.5918186860678674,8.818391298666516,0.8295352195285324,0,1,1
1514959.4780000001,12556648,12582116,8417,21339,0.32110596,-0.5955199999999999,-0.62268066,0.39312744,1.6785873,2.573834,1.1750112,0.5918186860678674,8.818391298666516,0.8295352195285324,0,1,1
1514962.533,12536000,12564831,-18954,-12515,0.32098390000000004,-0.5955199999999999,-0.6227417,0.39306640000000004,1.6226344,2.9095514,0.67143494,0.5917785640612601,8.81845375357008,0.82942881473136,0,1,1
1514965.504,12547219,12579545,-2646,-5123,0.32098390000000004,-0.5955199999999999,-0.6227417,0.39306640000000004,1.6226344,2.9095514,0.67143494,0.5917785640612601,8.81845375357008,0.82942881473136,0,1,1
1514968.4540000001,12534866,12545427,-10943,-31850,0.32092285,-0.5955199999999999,-0.62280273,0.39300537,1.3988228,2.6297867000000004,-0.67143494,0.591814388313961,8.81846822964939,0.8293615847078326,0,1,1
1514971.456,12533699,12556801,-2468,472,0.32086182,-0.59558105,-0.62286377,0.39294434,0.78334075,2.8535984,-0.33571747,0.5918022504910089,8.818406611530685,0.8293670643361664,0,1,1
1514974.451,12537324,12547718,6158,-6168,0.32086182,-0.59558105,-0.62286377,0.39294434,0.78334075,2.8535984,-0.33571747,0.5918022504910089,8.818406611530685,0.8293670643361664,0,1,1
1514977.4440000001,12535894,12600809,2649,35924,0.32080078,-0.5956421,-0.6229248000000001,0.3928833,0.16785873,3.07741,0.16785873,0.5917901057088281,8.818344989793893,0.8293725578670883,0,1,1
1514980.449,12531507,12541165,-1387,-35526,0.32080078,-0.5956421,-0.6229248000000001,0.3928833,0.16785873,3.07741,0.16785873,0.7441338557088281,8.744125989793893,0.8684350578670883,0,1,1
1514983.445,12522760,12547366,-274,-3602,0.32073975,-0.5956421,-0.62298584,0.39282227,0.50357616,2.0702577,-0.44762328,0.744169681491146,8.744140378635807,0.8683678058740139,0,1,1
1514986.4440000001,12541998,12575723,19093,22411,0.32067870000000004,-0.5956421,-0.6230469,0.39276123,0.33571747,1.8464459999999998,-0.83929366,0.744205492190494,8.744154750877419,0.8683005165353771,0,1,1
1514989.449,12534421,12565868,609,5325,0.32067870000000004,-0.5956421,-0.6230469,0.39276123,0.33571747,1.8464459999999998,-0.83929366,0.744205492190494,8.744154750877419,0.8683005165353771,0,1,1
1514992.447,12529693,12549111,-3015,-6403,0.32067870000000004,-0.5956421,-0.6230469,0.3927002,0.11190582,1.4547757,-0.89524657,0.7442781962652201,8.74419389291954,0.86834845324645,0,1,1
1514995.5969999998,12529645,12546924,-2146,-4185,0.32067870000000004,-0.5956421,-0.6230469,0.3927002,0.11190582,1.4547757,-0.89524657,0.7442781962652201,8.74419389291954,0.86834845324645,0,1,1
1514998.4340000001,12522816,12567612,-4529,14962,0.32061768,-0.5957031,-0.6230469,0.39263916,-0.39167038,1.1190583,-0.11190582,0.744226973631592,8.744204947336524,0.8684299305130769,0,1,1
1515001.471,12529762,12561379,6770,2898,0.32061768,-0.5957031,-0.6230469,0.39263916,-0.44762328,0.5595291,0.39167038,0.744226973631592,8.744204947336524,0.8684299305130769,0,1,1
1515004.446,12533513,12562495,5740,2300,0.32061768,-0.5957031,-0.6230469,0.39263916,-0.44762328,0.5595291,0.39167038,0.744226973631592,8.744204947336524,0.8684299305130769,0,1,1
1515007.6469999999,12535779,12565524,3874,1762,0.32061768,-0.59576416,-0.6230469,0.39263916,-0.50357616,0.78334075,0.33571747,0.7441790245373727,8.744128860849095,0.8685026815039725,0,1,1
1515010.437,12530282,12565268,-4168,-4473,0.32061768,-0.59576416,-0.6230469,0.39263916,-0.50357616,0.78334075,0.33571747,0.7441790245373727,8.896472860849094,1.0208464815039724,0,1,1
1515013.4340000001,12538411,12564746,5082,-3668,0.32055664,-0.59576416,-0.6230469,0.39263916,-0.39167038,0.83929366,0.67143494,0.7441029629718208,8.896520794237748,1.0208073442234795,0,1,1
1515016.439,12535068,12568108,-4094,-353,0.3204956,-0.5958251999999999,-0.6230469,0.39263916,-0.50357616,1.0071523,1.1750112,0.7439789680176161,8.896492666060848,1.0208409490092842,0,1,1
1515019.436,12539407,12551050,-1354,-17211,0.3204956,-0.5958251999999999,-0.6230469,0.39263916,-0.50357616,1.0071523,1.1750112,0.7439789680176161,8.896492666060848,1.0208409490092842,0,1,1
1515022.426,12521082,12579798,-19817,9306,0.32043457,-0.59588623,-0.62298584,0.39263916,-0.50357616,1.1190583,1.3428699,0.743815861907444,8.896537312118511,1.0209506459486863,0,1,1
1515025.4340000001,12527584,12563031,-6328,-7754,0.32043457,-0.59588623,-0.62298584,0.39263916,-0.50357616,1.1190583,1.3428699,0.743815861907444,8.896537312118511,1.0209506459486863,0,1,1
1515028.437,12535073,12565420,4368,-1887,0.32037354,-0.59594727,-0.62298584,0.39257812,-0.33571747,1.5107286,1.3428699,0.7437646401098824,8.896548294744797,1.0210322166093444,0,1,1
1515031.425,12527922,12571437,-2717,5930,0.3203125,-0.5960083,-0.62298584,0.39263916,0.0,1.5107286,1.7904931,0.7435679072199439,8.896481075280056,1.0210179245191289,0,1,1
1515034.5259999998,12538030,12570907,8759,3468,0.3203125,-0.5960083,-0.62298584,0.39263916,0.0,1.5107286,1.7904931,0.7435679072199439,8.896481075280056,1.0210179245191289,0,1,1
1515037.439,12533843,12568595,518,-1308,0.32019043,-0.5960083,-0.62298584,0.39263916,-0.16785873,1.1190583,2.0702577,0.7434158114569664,8.896576934204578,1.0209397383264638,0,1,1
1515040.6609999998,12544023,12569146,7094,2030,0.32019043,-0.5960083,-0.62298584,0.39263916,-0.16785873,1.1190583,2.0702577,0.7082595614569664,8.861420934204578,1.0209397383264638,0,1,1
1515043.425,12556874,12624294,16252,49407,0.3201294,-0.59606934,-0.6229248000000001,0.3927002,0.11190582,0.72738785,1.7345401999999999,0.708023736874504,8.861426492376975,1.0210015372973156,0,1,1
1515046.429,12583587,12669119,15302,15560,0.32006836,-0.59606934,-0.6229248000000001,0.3927002,0.61548203,0.89524657,1.6785873,0.70794769021492,8.861474433217392,1.0209624596260451,0,1,1
1515049.487,12475440,12528335,-96279,-147752,0.32006836,-0.59606934,-0.6229248000000001,0.3927002,0.61548203,0.89524657,1.6785873,0.70794769021492,8.861474433217392,1.0209624596260451,0,1,1
1515052.428,12516839,12509010,2353,-43523,0.32000732,-0.5961304000000001,-0.6229248000000001,0.39276123,-0.05595291,0.44762328,2.1262105,0.7077509233302879,8.861407242387752,1.0209482484115895,0,1,1
1515055.425,12526494,12567761,17646,48510,0.32000732,-0.5961304000000001,-0.6229248000000001,0.39276123,-0.05595291,0.44762328,2.1262105,0.7077509233302879,8.861407242387752,1.0209482484115895,0,1,1
1515058.426,12540893,12566619,27860,34992,0.31994629999999996,-0.5961304000000001,-0.62286377,0.39282227,0.44762328,-0.16785873,1.7904931,0.707563073343086,8.861488879600582,1.020937276901284,0,1,1
1515061.4309999999,12516732,12547350,-5888,9967,0.31994629999999996,-0.5961304000000001,-0.62286377,0.3928833,0.61548203,-0.67143494,1.2309641000000002,0.707490309666462,8.861449826955203,1.020889325290347,0,1,1
1515064.4219999998,12528692,12545536,13449,18640,0.31994629999999996,-0.5961304000000001,-0.62286377,0.3928833,0.61548203,-0.67143494,1.2309641000000002,0.707490309666462,8.861449826955203,1.020889325290347,0,1,1
1515067.4209999999,12533273,12558687,12262,28579,0.31994629999999996,-0.5961304000000001,-0.62286377,0.39294434,0.33571747,-0.89524657,1.0071523,0.70741753406723,8.861410767910899,1.0208413583712015,0,1,1
1515070.428,12533161,12570087,7943,22172,0.31994629999999996,-0.5961304000000001,-0.62286377,0.39294434,0.33571747,-0.89524657,1.0071523,0.70741753406723,8.861410767910899,1.0208413583712015,0,1,1
1515073.485,12527573,12551878,-2500,-7738,0.31988525,-0.59606934,-0.62286377,0.39300537,0.67143494,-0.83929366,1.0071523,0.6291917125400734,8.861495765344792,1.0988065344281481,0,1,1
1515076.417,12530276,12567311,-2242,7294,0.31988525,-0.59606934,-0.62280273,0.39306640000000004,-0.05595291,-1.1750112,1.3988228,0.629079904725113,8.861529488296203,1.0988345959511852,0,1,1
1515079.45,12537313,12565519,3048,-360,0.31988525,-0.59606934,-0.62280273,0.39306640000000004,-0.05595291,-1.1750112,1.3988228,0.629079904725113,8.861529488296203,1.0988345959511852,0,1,1
1515082.426,12536413,12558785,-1302,-10865,0.31994629999999996,-0.59606934,-0.6227417,0.39312744,-0.33571747,-1.6785873,0.89524657,0.6290441281480408,8.861515192068099,1.098901683971882,0,1,1
1515085.457,12538107,12560847,-1657,-7911,0.31994629999999996,-0.59606934,-0.6227417,0.39312744,-0.33571747,-1.6785873,0.89524657,0.6290441281480408,8.861515192068099,1.098901683971882,0,1,1
1515088.4119999998,12536733,12565151,-4298,-3054,0.31994629999999996,-0.59606934,-0.62268066,0.39318848,-0.05595291,-1.8464459999999998,0.89524657,0.6289323009587096,8.861548901168822,1.0989297078289795,0,1,1
1515091.416,12537114,12563004,-4418,-5512,0.32000732,-0.5960083,-0.62268066,0.3932495,0.33571747,-2.1262105,0.22381164,0.6289835565031623,8.861537879608363,1.0988480049341869,0,1,1
1515094.418,12536056,12560378,-5222,-7419,0.32000732,-0.5960083,-0.62268066,0.3932495,0.33571747,-2.1262105,0.22381164,0.6289835565031623,8.861537879608363,1.0988480049341869,0,1,1
1515097.4119999998,12538302,12562282,-522,-3071,0.32006836,-0.5960083,-0.62268066,0.39331055,0.5595291,-1.6226344,0.33571747,0.6289868007447053,8.861450791362648,1.0988390556626415,0,1,1
1515100.409,12532466,12571834,-6351,5536,0.32006836,-0.5960083,-0.62268066,0.39331055,0.5595291,-1.6226344,0.33571747,0.6289868007447053,8.861450791362648,1.0988390556626415,0,1,1
1515103.408,12541815,12571440,6551,1826,0.32006836,-0.59594727,-0.6226195999999999,0.39337158,-0.05595291,-1.5107286,0.89524657,0.5898604801585388,8.9006225053006,1.0597317374376862,0,1,1
1515106.4740000002,12542656,12569818,4158,-1236,0.32006836,-0.59594727,-0.6225586,0.39349365,0.11190582,-2.517881,1.2309641000000002,0.589675937252121,8.900617069378129,1.0597116406692602,0,1,1
1515109.4019999998,12534525,12552832,-803,-14710,0.32006836,-0.59594727,-0.6225586,0.39349365,0.11190582,-2.517881,1.2309641000000002,0.589675937252121,8.900617069378129,1.0597116406692602,0,1,1
1515112.458,12539489,12560748,5799,649,0.3201294,-0.59588623,-0.6225586,0.3935547,0.83929366,-2.6297867000000004,0.61548203,0.589727219202118,8.900605945827484,1.059629919521923,0,1,1
1515115.405,12539196,12566320,4066,6960,0.3201294,-0.59588623,-0.6225586,0.3935547,0.83929366,-2.6297867000000004,0.61548203,0.589727219202118,8.900605945827484,1.059629919521923,0,1,1
1515118.4319999998,12540579,12558324,4042,-2253,0.32019043,-0.5958251999999999,-0.62249756,0.39361572,0.33571747,-2.4619281,0.16785873,0.5897394426364138,8.900667560343857,1.0596242331815529,0,1,1
1515121.3930000002,12540621,12573184,566,16189,0.32019043,-0.5958251999999999,-0.62249756,0.39373779999999997,0.22381164,-2.0143046,0.50357616,0.5895939659555818,8.90058938264847,1.0595281130638314,0,1,1
1515124.3969999999,12532628,12566739,-7838,4396,0.32019043,-0.5958251999999999,-0.62249756,0.39373779999999997,0.22381164,-2.0143046,0.50357616,0.5895939659555818,8.90058938264847,1.0595281130638314,0,1,1
1515127.399,12533747,12553732,29,-5486,0.32025146,-0.5958251999999999,-0.6224365,0.39379883,-0.05595291,-1.6226344,1.286917,0.589558112475548,8.900574995292818,1.0595951515455528,0,1,1
1515130.4019999998,12534296,12559198,2674,2097,0.32025146,-0.5958251999999999,-0.6224365,0.39379883,-0.05595291,-1.6226344,1.286917,0.589558112475548,8.900574995292818,1.0595951515455528,0,1,1
1515133.396,12539604,12570137,8006,12869,0.32025146,-0.59576416,-0.6224365,0.3939209,0.5595291,-1.6226344,1.5107286,0.589460737574692,8.900572796149293,1.0594262599835773,0,1,1
1515136.3930000002,12549555,12575185,10210,6201,0.32025146,-0.59576416,-0.6224365,0.3939209,0.83929366,-1.3428699,1.0071523,0.589460737574692,8.900572796149293,1.0594262599835773,0,1,1
1515139.396,12531784,12565708,-15436,-7706,0.32025146,-0.59576416,-0.6224365,0.3939209,0.83929366,-1.3428699,1.0071523,0.589460737574692,8.900572796149293,1.0594262599835773,0,1,1
1515142.3909999998,12528977,12551599,-9747,-13443,0.32025146,-0.5957031,-0.6223755,0.39398193,0.67143494,-0.83929366,0.39167038,0.589397060996494,8.900682393979665,1.0593813568149668,0,1,1
1515145.586,12530322,12560964,-4371,5570,0.32025146,-0.5957031,-0.6223755,0.39398193,0.67143494,-0.83929366,0.39167038,0.589397060996494,8.900682393979665,1.0593813568149668,0,1,1
1515148.376,12531747,12559512,1998,3383,0.32025146,-0.5957031,-0.6224365,0.39404297,0.67143494,-0.83929366,0.22381164,0.589363408240166,8.900570621903228,1.059257322243071,0,1,1
1515151.4440000001,12574304,12629845,39013,55606,0.32025146,-0.5956421,-0.6224365,0.39404297,1.286917,-0.9511995000000001,-0.61548203,0.589411481482506,8.900646559156229,1.0591846501858708,0,1,1
1515154.374,12542193,12622445,-21159,22217,0.32025146,-0.5956421,-0.6224365,0.39404297,1.286917,-0.9511995000000001,-0.61548203,0.589411481482506,8.900646559156229,1.0591846501858708,0,1,1
1515157.378,12524968,12515960,-19371,-79969,0.3203125,-0.59558105,-0.62249756,0.39404297,0.83929366,-0.22381164,-1.5107286,0.5895746977395631,8.900601721529275,1.059075010362978,0,1,1
1515160.3830000001,12528351,12531968,-8257,-26653,0.3203125,-0.59558105,-0.62249756,0.39404297,0.83929366,-0.22381164,-1.5107286,0.5895746977395631,8.900601721529275,1.059075010362978,0,1,1
1515163.385,12530077,12540939,5955,11010,0.3203125,-0.59558105,-0.62249756,0.39404297,0.22381164,-0.44762328,-0.5595291,0.5895746977395631,8.900601721529275,1.059075010362978,0,1,1
1515166.419,12539937,12587914,16741,59483,0.3203125,-0.59558105,-0.62249756,0.39404297,0.22381164,-0.44762328,-0.5595291,0.5895746977395631,8.900601721529275,1.059075010362978,0,1,1
1515169.37,12546865,12586590,12908,40057,0.3203125,-0.5955199999999999,-0.62249756,0.39404297,0.50357616,-1.1190583,-0.44762328,0.6677478103862,9.010052728481352,0.9066585936438754,0,1,1
1515172.44,12531755,12538944,-9355,-27508,0.32037354,-0.595459,-0.62249756,0.394104,0.72738785,-1.3988228,-1.1190583,0.6677991964051249,9.010041463623601,0.9065769507911778,0,1,1
1515175.379,12533443,12531033,3830,-18125,0.32037354,-0.595459,-0.62249756,0.394104,0.72738785,-1.3988228,-1.1190583,0.6677991964051249,9.010041463623601,0.9065769507911778,0,1,1
1515178.366,12537052,12576418,7018,29576,0.32043457,-0.59539795,-0.6225586,0.394104,0.83929366,-0.89524657,-0.89524657,0.667962417208004,9.0099966800597,0.9064673592653274,0,1,1
1515181.371,12520355,12534104,-11972,-22063,0.3204956,-0.5953369000000001,-0.6225586,0.394104,0.5595291,-1.4547757,-0.78334075,0.66808652680912,9.01002459013052,0.9064337808710101,0,1,1
1515184.417,12531121,12543717,6777,-4078,0.3204956,-0.5953369000000001,-0.6225586,0.394104,0.5595291,-1.4547757,-0.78334075,0.66808652680912,9.01002459013052,0.9064337808710101,0,1,1
1515187.4009999998,12535944,12552659,7225,5508,0.32055664,-0.5953369000000001,-0.62249756,0.39416504,0.05595291,-1.6785873,-0.61548203,0.6680507164796448,9.010010023088341,0.9065007929855444,0,1,1
1515190.455,12525652,12553120,-5349,2487,0.32055664,-0.5953369000000001,-0.62249756,0.39416504,0.05595291,-1.6785873,-0.61548203,0.6680507164796448,9.010010023088341,0.9065007929855444,0,1,1
1515193.365,12538866,12566656,9888,15762,0.32061768,-0.5952759,-0.62249756,0.39416504,0.05595291,-2.0702577,-0.67143494,0.6681747991166496,9.010037848122579,0.9064673028852371,0,1,1
1515196.4,12526055,12541568,-11207,-20905,0.32067870000000004,-0.59521484,-0.62249756,0.39422607,0.44762328,-1.9583519,-0.78334075,0.6682262522301865,9.010026621581002,0.9063856279163172,0,1,1
1515199.415,12532610,12544854,7257,-11433,0.32067870000000004,-0.59521484,-0.62249756,0.39422607,0.44762328,-1.9583519,-0.78334075,0.5901012522301865,8.818620621581001,0.9415419279163171,0,1,1
1515202.356,12530159,12562749,-255,3285,0.32073975,-0.5951538000000001,-0.62249756,0.39422607,0.05595291,-2.4619281,-0.9511995000000001,0.5902253863008879,8.818648481079979,0.9415084264109039,0,1,1
1515205.3630000001,12545711,12565604,15260,3349,0.32073975,-0.5951538000000001,-0.62249756,0.39422607,0.05595291,-2.4619281,-0.9511995000000001,0.5902253863008879,8.818648481079979,0.9415084264109039,0,1,1
1515208.361,12526366,12550927,-9142,-11308,0.32086182,-0.5950928000000001,-0.62249756,0.39434814,0.5595291,-3.4131273999999996,-0.61548203,0.5902801724795343,8.818549844224835,0.9414178804181392,0,1,1
1515211.5259999998,12540041,12553666,5659,-5511,0.32086182,-0.5950928000000001,-0.62249756,0.39434814,0.5595291,-3.4131273999999996,-0.61548203,0.5902801724795343,8.818549844224835,0.9414178804181392,0,1,1
1515214.3530000001,12535057,12554342,-4161,-2838,0.32104492,-0.5949707,-0.6224365,0.39447020000000005,0.61548203,-5.427432,-0.61548203,0.5904199806488799,8.818551732176132,0.9413698392960063,0,1,1
1515217.3569999998,12541362,12554515,2869,1354,0.321167,-0.5947876,-0.6223755,0.39471436,1.3988228,-8.0012665,0.16785873,0.5903867806771279,8.81859908639616,0.9411136420123003,0,1,1
1515220.362,12544566,12575864,-157,19907,0.321167,-0.5947876,-0.6223755,0.39471436,1.3988228,-8.0012665,0.16785873,0.5903867806771279,8.81859908639616,0.9411136420123003,0,1,1
1515223.35,12535870,12562863,-10623,-2803,0.32141113,-0.5944824000000001,-0.62231445,0.39501953,3.0214572,-10.351288,0.0,0.5905295146971129,8.818662677399903,0.9407425346374135,0,1,1
1515226.344,12517119,12545741,-15098,-5996,0.3217163,-0.5941162,-0.6222534000000001,0.39544678,4.252421,-13.148933,-0.67143494,0.5906516965491682,8.818674999292812,0.9402417871642015,0,1,1
1515229.409,12530804,12554102,2493,6524,0.3217163,-0.5941162,-0.6222534000000001,0.39544678,4.252421,-13.148933,-0.67143494,0.4773704465491681,8.818674999292812,1.0183667871642015,0,1,1
1515232.415,12542339,12561012,11388,15463,0.32208252,-0.59368896,-0.6221924,0.39587402,4.0286093,-16.50611,-1.2309641000000002,0.47761752178405753,8.81871427831993,1.0178329085867115,0,1,1
